Tag,Title,Authors,Month,Year,JournalRef
Jampani_2016_CVPR,"Learning Sparse High Dimensional Filters: Image Filtering, Dense CRFs and Bilateral Neural Networks","Jampani, Varun and Kiefel, Martin and Gehler, Peter V.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4452-4461"
Ju_2016_CVPR,Mixture of Bilateral-Projection Two-Dimensional Probabilistic Principal Component Analysis,"Ju, Fujiao and Sun, Yanfeng and Gao, Junbin and Liu, Simeng and Hu, Yongli and Yin, Baocai",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4462-4470"
Vemulapalli_2016_CVPR,Rolling Rotations for Recognizing Human Actions From 3D Skeletal Data,"Vemulapalli, Raviteja and Chellapa, Rama",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4471-4479"
Zheng_2016_CVPR,Improving the Robustness of Deep Neural Networks via Stability Training,"Zheng, Stephan and Song, Yang and Leung, Thomas and Goodfellow, Ian",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4480-4488"
Xing_2016_CVPR,Logistic Boosting Regression for Label Distribution Learning,"Xing, Chao and Geng, Xin and Xue, Hui",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4489-4497"
Zhang_2016_CVPR,Efficient Temporal Sequence Comparison and Classification Using Gram Matrix Embeddings on a Riemannian Manifold,"Zhang, Xikang and Wang, Yin and Gou, Mengran and Sznaier, Mario and Camps, Octavia",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4498-4507"
Rematas_2016_CVPR,Deep Reflectance Maps,"Rematas, Konstantinos and Ritschel, Tobias and Fritz, Mario and Gavves, Efstratios and Tuytelaars, Tinne",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4508-4516"
Yang_2016_CVPR,Semantic Filtering,"Yang, Qingxiong",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4517-4526"
Rahimi_2016_CVPR,UAV Sensor Fusion With Latent-Dynamic Conditional Random Fields in Coronal Plane Estimation,"Rahimi, Amir M. and Ruschel, Raphael and Manjunath, B.S.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4527-4534"
Stumm_2016_CVPR,Robust Visual Place Recognition With Graph Kernels,"Stumm, Elena and Mei, Christopher and Lacroix, Simon and Nieto, Juan and Hutter, Marco and Siegwart, Roland",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4535-4544"
Chen_2016_CVPR,Semantic Image Segmentation With Task-Specific Edge Detection Using CNNs and a Discriminatively Trained Domain Transform,"Chen, Liang-Chieh and Barron, Jonathan T. and Papandreou, George and Murphy, Kevin and Yuille, Alan L.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4545-4554"
Hu_2016_CVPR,Natural Language Object Retrieval,"Hu, Ronghang and Xu, Huazhe and Rohrbach, Marcus and Feng, Jiashi and Saenko, Kate and Darrell, Trevor",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4555-4564"
Johnson_2016_CVPR,DenseCap: Fully Convolutional Localization Networks for Dense Captioning,"Johnson, Justin and Karpathy, Andrej and Fei-Fei, Li",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4565-4574"
Alayrac_2016_CVPR,Unsupervised Learning From Narrated Instruction Videos,"Alayrac, Jean-Baptiste and Bojanowski, Piotr and Agrawal, Nishant and Sivic, Josef and Laptev, Ivan and Lacoste-Julien, Simon",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4575-4583"
Yu_2016_CVPR,Video Paragraph Captioning Using Hierarchical Recurrent Neural Networks,"Yu, Haonan and Wang, Jiang and Huang, Zhiheng and Yang, Yi and Xu, Wei",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4584-4593"
Pan_2016_CVPR,Jointly Modeling Embedding and Translation to Bridge Video and Language,"Pan, Yingwei and Mei, Tao and Yao, Ting and Li, Houqiang and Rui, Yong",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4594-4602"
Chandrasekaran_2016_CVPR,We Are Humor Beings: Understanding and Predicting Visual Humor,"Chandrasekaran, Arjun and Vijayakumar, Ashwin K. and Antol, Stanislaw and Bansal, Mohit and Batra, Dhruv and Lawrence Zitnick, C. and Parikh, Devi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4603-4612"
Shih_2016_CVPR,Where to Look: Focus Regions for Visual Question Answering,"Shih, Kevin J. and Singh, Saurabh and Hoiem, Derek",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4613-4621"
Wu_2016_CVPR,Ask Me Anything: Free-Form Visual Question Answering Based on Knowledge From External Sources,"Wu, Qi and Wang, Peng and Shen, Chunhua and Dick, Anthony and van den Hengel, Anton",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4622-4630"
Tapaswi_2016_CVPR,MovieQA: Understanding Stories in Movies Through Question-Answering,"Tapaswi, Makarand and Zhu, Yukun and Stiefelhagen, Rainer and Torralba, Antonio and Urtasun, Raquel and Fidler, Sanja",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4631-4640"
Li_2016_CVPR,TGIF: A New Dataset and Benchmark on Animated GIF Description,"Li, Yuncheng and Song, Yale and Cao, Liangliang and Tetreault, Joel and Goldberg, Larry and Jaimes, Alejandro and Luo, Jiebo",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4641-4650"
You_2016_CVPR,Image Captioning With Semantic Attention,"You, Quanzeng and Jin, Hailin and Wang, Zhaowen and Fang, Chen and Luo, Jiebo",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4651-4659"
Mustafa_2016_CVPR,Temporally Coherent 4D Reconstruction of Complex Dynamic Scenes,"Mustafa, Armin and Kim, Hansung and Guillemaut, Jean-Yves and Hilton, Adrian",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4660-4669"
Lee_2016_CVPR,Consensus of Non-Rigid Reconstructions,"Lee, Minsik and Cho, Jungchan and Oh, Songhwai",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4670-4678"
Parashar_2016_CVPR,Isometric Non-Rigid Shape-From-Motion in Linear Time,"Parashar, Shaifali and Pizarro, Daniel and Bartoli, Adrien",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4679-4687"
Chen_2016_CVPR,Learning Online Smooth Predictors for Realtime Camera Planning Using Recurrent Decision Trees,"Chen, Jianhui and Le, Hoang M. and Carr, Peter and Yue, Yisong and Little, James J.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4688-4696"
Park_2016_CVPR,Egocentric Future Localization,"Soo Park, Hyun and Hwang, Jyh-Jing and Niu, Yedong and Shi, Jianbo",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4697-4705"
Chen_2016_CVPR,Full Flow: Optical Flow Estimation By Global Optimization Over Regular Grids,"Chen, Qifeng and Koltun, Vladlen",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4706-4714"
Chu_2016_CVPR,Structured Feature Learning for Pose Estimation,"Chu, Xiao and Ouyang, Wanli and Li, Hongsheng and Wang, Xiaogang",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4715-4723"
Wei_2016_CVPR,Convolutional Pose Machines,"Wei, Shih-En and Ramakrishna, Varun and Kanade, Takeo and Sheikh, Yaser",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4724-4732"
Carreira_2016_CVPR,Human Pose Estimation With Iterative Error Feedback,"Carreira, Joao and Agrawal, Pulkit and Fragkiadaki, Katerina and Malik, Jitendra",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4733-4742"
Durand_2016_CVPR,WELDON: Weakly Supervised Learning of Deep Convolutional Neural Networks,"Durand, Thibaut and Thome, Nicolas and Cord, Matthieu",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4743-4752"
Xie_2016_CVPR,DisturbLabel: Regularizing CNN on the Loss Layer,"Xie, Lingxi and Wang, Jingdong and Wei, Zhen and Wang, Meng and Tian, Qi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4753-4762"
Smith_2016_CVPR,Gradual DropIn of Layers to Train Very Deep Neural Networks,"Smith, Leslie N. and Hand, Emily M. and Doster, Timothy",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4763-4771"
Deng_2016_CVPR,Structure Inference Machines: Recurrent Neural Networks for Analyzing Relations in Group Activity Recognition,"Deng, Zhiwei and Vahdat, Arash and Hu, Hexiang and Mori, Greg",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4772-4781"
Cohen_2016_CVPR,Deep SimNets,"Cohen, Nadav and Sharir, Or and Shashua, Amnon",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4782-4791"
Wang_2016_CVPR,Studying Very Low Resolution Recognition Using Deep Networks,"Wang, Zhangyang and Chang, Shiyu and Yang, Yingzhen and Liu, Ding and Huang, Thomas S.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4792-4800"
Vemulapalli_2016_CVPR,Deep Gaussian Conditional Random Field Network: A Model-Based Deep Network for Discriminative Denoising,"Vemulapalli, Raviteja and Tuzel, Oncel and Liu, Ming-Yu",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4801-4809"
Wang_2016_CVPR,Event-Specific Image Importance,"Wang, Yufei and Lin, Zhe and Shen, Xiaohui and Mech, Radomir and Miller, Gavin and Cottrell, Garrison W.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4810-4819"
Wu_2016_CVPR,Quantized Convolutional Neural Networks for Mobile Devices,"Wu, Jiaxiang and Leng, Cong and Wang, Yuhang and Hu, Qinghao and Cheng, Jian",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4820-4828"
Dosovitskiy_2016_CVPR,Inverting Visual Representations With Convolutional Networks,"Dosovitskiy, Alexey and Brox, Thomas",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4829-4837"
Masi_2016_CVPR,Pose-Aware Face Recognition in the Wild,"Masi, Iacopo and Rawls, Stephen and Medioni, Gerard and Natarajan, Prem",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4838-4846"
Kan_2016_CVPR,Multi-View Deep Network for Cross-View Classification,"Kan, Meina and Shan, Shiguang and Chen, Xilin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4847-4855"
Sun_2016_CVPR,Sparsifying Neural Network Connections for Face Recognition,"Sun, Yi and Wang, Xiaogang and Tang, Xiaoou",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4856-4864"
Feng_2016_CVPR,Pairwise Linear Regression Classification for Image Set Retrieval,"Feng, Qingxiang and Zhou, Yicong and Lan, Rushi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4865-4872"
Kemelmacher-Shlizerman_2016_CVPR,The MegaFace Benchmark: 1 Million Faces for Recognition at Scale ,"Kemelmacher-Shlizerman, Ira and Seitz, Steven M. and Miller, Daniel and Brossard, Evan",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4873-4882"
Arandjelovic_2016_CVPR,Learnt Quasi-Transitive Similarity for Retrieval From Large Collections of Faces,"Arandjelovic, Ognjen",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4883-4892"
Wen_2016_CVPR,Latent Factor Guided Convolutional Neural Networks for Age-Invariant Face Recognition,"Wen, Yandong and Li, Zhifeng and Qiao, Yu",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4893-4901"
Walecki_2016_CVPR,Copula Ordinal Regression for Joint Estimation of Facial Action Unit Intensity,"Walecki, Robert and Rudovic, Ognjen and Pavlovic, Vladimir and Pantic, Maja",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4902-4910"
Bolkart_2016_CVPR,A Robust Multilinear Model Learning Framework for 3D Faces,"Bolkart, Timo and Wuhrer, Stefanie",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4911-4919"
Niu_2016_CVPR,Ordinal Regression With Multiple Output CNN for Age Estimation,"Niu, Zhenxing and Zhou, Mo and Wang, Le and Gao, Xinbo and Hua, Gang",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4920-4928"
Pishchulin_2016_CVPR,DeepCut: Joint Subset Partition and Labeling for Multi Person Pose Estimation,"Pishchulin, Leonid and Insafutdinov, Eldar and Tang, Siyu and Andres, Bjoern and Andriluka, Mykhaylo and Gehler, Peter V. and Schiele, Bernt",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4929-4937"
Kwak_2016_CVPR,Thin-Slicing for Pose: Learning to Understand Pose Without Explicit Pose Estimation,"Kwak, Suha and Cho, Minsu and Laptev, Ivan",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4938-4947"
Yasin_2016_CVPR,A Dual-Source Approach for 3D Pose Estimation From a Single Image,"Yasin, Hashim and Iqbal, Umar and Kruger, Bjorn and Weber, Andreas and Gall, Juergen",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4948-4956"
Oberweger_2016_CVPR,Efficiently Creating 3D Training Data for Fine Hand Pose Estimation,"Oberweger, Markus and Riegler, Gernot and Wohlhart, Paul and Lepetit, Vincent",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4957-4965"
Zhou_2016_CVPR,Sparseness Meets Deepness: 3D Human Pose Estimation From Monocular Video,"Zhou, Xiaowei and Zhu, Menglong and Leonardos, Spyridon and Derpanis, Konstantinos G. and Daniilidis, Kostas",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4966-4975"
Kafle_2016_CVPR,Answer-Type Prediction for Visual Question Answering,"Kafle, Kushal and Kanan, Christopher",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4976-4984"
Kottur_2016_CVPR,Visual Word2Vec (vis-w2v): Learning Visually Grounded Word Embeddings Using Abstract Scenes,"Kottur, Satwik and Vedantam, Ramakrishna and Moura, Jose M. F. and Parikh, Devi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4985-4994"
Zhu_2016_CVPR,Visual7W: Grounded Question Answering in Images,"Zhu, Yuke and Groth, Oliver and Bernstein, Michael and Fei-Fei, Li",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4995-5004"
Wang_2016_CVPR,Learning Deep Structure-Preserving Image-Text Embeddings,"Wang, Liwei and Li, Yin and Lazebnik, Svetlana",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5005-5013"
Zhang_2016_CVPR,Yin and Yang: Balancing and Answering Binary Visual Questions,"Zhang, Peng and Goyal, Yash and Summers-Stay, Douglas and Batra, Dhruv and Parikh, Devi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5014-5022"
Bai_2016_CVPR,GIFT: A Real-Time and Scalable 3D Shape Search Engine,"Bai, Song and Bai, Xiang and Zhou, Zhichao and Zhang, Zhaoxiang and Jan Latecki, Longin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5023-5032"
Zhang_2016_CVPR,Functional Faces: Groupwise Dense Correspondence Using Functional Maps,"Zhang, Chao and Smith, William A. P. and Dessein, Arnaud and Pears, Nick and Dai, Hang",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5033-5041"
Demisse_2016_CVPR,Similarity Metric For Curved Shapes In Euclidean Space,"Demisse, Girum G. and Aouada, Djamila and Ottersten, Bjorn",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5042-5050"
Shi_2016_CVPR,Shape Analysis With Hyperbolic Wasserstein Distance,"Shi, Jie and Zhang, Wen and Wang, Yalin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5051-5061"
Shi_2016_CVPR,Tensor Power Iteration for Multi-Graph Matching,"Shi, Xinchu and Ling, Haibin and Hu, Weiming and Xing, Junliang and Zhang, Yanning",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5062-5070"
Yang_2016_CVPR,Multivariate Regression on the Grassmannian for Predicting Novel Domains,"Yang, Yongxin and Hospedales, Timothy M.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5071-5080"
Tsai_2016_CVPR,Learning Cross-Domain Landmarks for Heterogeneous Domain Adaptation,"Hubert Tsai, Yao-Hung and Yeh, Yi-Ren and Frank Wang, Yu-Chiang",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5081-5090"
Marcos_2016_CVPR,Geospatial Correspondences for Multimodal Registration,"Marcos, Diego and Hamid, Raffay and Tuia, Devis",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5091-5100"
Wu_2016_CVPR,Constrained Deep Transfer Feature Learning and Its Applications,"Wu, Yue and Ji, Qiang",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5101-5109"
Trigeorgis_2016_CVPR,Deep Canonical Time Warping,"Trigeorgis, George and Nicolaou, Mihalis A. and Zafeiriou, Stefanos and Schuller, Bjorn W.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5110-5118"
Liu_2016_CVPR,Multilinear Hyperplane Hashing,"Liu, Xianglong and Fan, Xinjie and Deng, Cheng and Li, Zhujin and Su, Hao and Tao, Dacheng",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5119-5127"
Canevet_2016_CVPR,Large Scale Hard Sample Mining With Monte Carlo Tree Search,"Canevet, Olivier and Fleuret, Francois",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5128-5137"
Kanehira_2016_CVPR,Multi-Label Ranking From Positive and Unlabeled Data,"Kanehira, Atsushi and Harada, Tatsuya",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5138-5146"
Yang_2016_CVPR,Joint Unsupervised Learning of Deep Representations and Image Clusters,"Yang, Jianwei and Parikh, Devi and Batra, Dhruv",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5147-5156"
Yin_2016_CVPR,Kernel Sparse Subspace Clustering on Symmetric Positive Definite Manifolds,"Yin, Ming and Guo, Yi and Gao, Junbin and He, Zhaoshui and Xie, Shengli",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5157-5164"
Funk_2016_CVPR,Symmetry reCAPTCHA,"Funk, Chris and Liu, Yanxi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5165-5174"
Huang_2016_CVPR,Unsupervised Learning of Discriminative Attributes and Visual Representations,"Huang, Chen and Change Loy, Chen and Tang, Xiaoou",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5175-5184"
Harandi_2016_CVPR,When VLAD Met Hilbert,"Harandi, Mehrtash and Salzmann, Mathieu and Porikli, Fatih",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5185-5194"
Minh_2016_CVPR,Approximate Log-Hilbert-Schmidt Distances Between Covariance Operators for Image Classification,"Quang Minh, Ha and San Biagio, Marco and Bazzani, Loris and Murino, Vittorio",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5195-5203"
Cheng_2016_CVPR,Subspace Clustering With Priors via Sparse Quadratically Constrained Quadratic Programming,"Cheng, Yongfang and Wang, Yin and Sznaier, Mario and Camps, Octavia",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5204-5212"
Chen_2016_CVPR,Robust Tensor Factorization With Unknown Noise,"Chen, Xi'ai and Han, Zhi and Wang, Yao and Zhao, Qian and Meng, Deyu and Tang, Yandong",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5213-5221"
Mukuta_2016_CVPR,Kernel Approximation via Empirical Orthogonal Decomposition for Unsupervised Feature Learning,"Mukuta, Yusuke and Harada, Tatsuya",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5222-5230"
Mosinska-Domanska_2016_CVPR,Active Learning for Delineation of Curvilinear Structures,"Mosinska-Domanska, Agata and Sznitman, Raphael and Glowacki, Przemyslaw and Fua, Pascal",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5231-5239"
Alameda-Pineda_2016_CVPR,Recognizing Emotions From Abstract Paintings Using Non-Linear Matrix Completion,"Alameda-Pineda, Xavier and Ricci, Elisa and Yan, Yan and Sebe, Nicu",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5240-5248"
Lu_2016_CVPR,Tensor Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Tensors via Convex Optimization,"Lu, Canyi and Feng, Jiashi and Chen, Yudong and Liu, Wei and Lin, Zhouchen and Yan, Shuicheng",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5249-5257"
Kolouri_2016_CVPR,Sliced Wasserstein Kernels for Probability Distributions,"Kolouri, Soheil and Zou, Yang and Rohde, Gustavo K.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5258-5267"
Wei_2016_CVPR,Trace Quotient Meets Sparsity: A Method for Learning Low Dimensional Image Representations,"Wei, Xian and Shen, Hao and Kleinsteuber, Martin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5268-5277"
Cholakkal_2016_CVPR,Backtracking ScSPM Image Classifier for Weakly Supervised Top-Down Saliency,"Cholakkal, Hisham and Johnson, Jubin and Rajan, Deepu",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5278-5287"
Xu_2016_CVPR,MSR-VTT: A Large Video Description Dataset for Bridging Video and Language,"Xu, Jun and Mei, Tao and Yao, Ting and Rui, Yong",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5288-5296"
Arandjelovic_2016_CVPR,NetVLAD: CNN Architecture for Weakly Supervised Place Recognition,"Arandjelovic, Relja and Gronat, Petr and Torii, Akihiko and Pajdla, Tomas and Sivic, Josef",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5297-5307"
Jain_2016_CVPR,Structural-RNN: Deep Learning on Spatio-Temporal Graphs,"Jain, Ashesh and Zamir, Amir R. and Savarese, Silvio and Saxena, Ashutosh",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5308-5317"
Kim_2016_CVPR,Learning to Select Pre-Trained Deep Representations With Bayesian Evidence Framework,"Kim, Yong-Deok and Jang, Taewoong and Han, Bohyung and Choi, Seungjin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5318-5326"
Changpinyo_2016_CVPR,Synthesized Classifiers for Zero-Shot Learning,"Changpinyo, Soravit and Chao, Wei-Lun and Gong, Boqing and Sha, Fei",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5327-5336"
Fu_2016_CVPR,Semi-Supervised Vocabulary-Informed Learning,"Fu, Yanwei and Sigal, Leonid",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5337-5346"
Li_2016_CVPR,Simultaneous Clustering and Model Selection for Tensor Affinities,"Li, Zhuwen and Yang, Shuoguang and Cheong, Loong-Fah and Toh, Kim-Chuan",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5347-5355"
Xu_2016_CVPR,Discriminatively Embedded K-Means for Multi-View Clustering,"Xu, Jinglin and Han, Junwei and Nie, Feiping",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5356-5364"
Shanu_2016_CVPR,Min Norm Point Algorithm for Higher Order MRF-MAP Inference,"Shanu, Ishant and Arora, Chetan and Singla, Parag",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5365-5374"
Huang_2016_CVPR,Learning Deep Representation for Imbalanced Classification,"Huang, Chen and Li, Yining and Change Loy, Chen and Tang, Xiaoou",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5375-5384"
G_2016_CVPR,Learning Local Image Descriptors With Deep Siamese and Triplet Convolutional Networks by Minimising Global Loss Functions,"Kumar B G, Vijay and Carneiro, Gustavo and Reid, Ian",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5385-5394"
Koniusz_2016_CVPR,Sparse Coding for Third-Order Super-Symmetric Tensor Descriptors With Application to Texture Recognition,"Koniusz, Piotr and Cherian, Anoop",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5395-5403"
Chang_2016_CVPR,Random Features for Sparse Signal Classification,"Rick Chang, Jen-Hao and Sankaranarayanan, Aswin C. and Vijaya Kumar, B. V. K.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5404-5412"
Ha_2016_CVPR,High-Quality Depth From Uncalibrated Small Motion Clip,"Ha, Hyowon and Im, Sunghoon and Park, Jaesik and Jeon, Hae-Gon and So Kweon, In",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5413-5421"
Yang_2016_CVPR,Efficient 3D Room Shape Recovery From a Single Panorama,"Yang, Hao and Zhang, Hui",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5422-5430"
Firman_2016_CVPR,Structured Prediction of Unobserved Voxels From a Single Depth Image,"Firman, Michael and Mac Aodha, Oisin and Julier, Simon and Brostow, Gabriel J.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5431-5440"
Fanello_2016_CVPR,HyperDepth: Learning Depth From Structured Light Without Matching,"Ryan Fanello, Sean and Rhemann, Christoph and Tankovich, Vladimir and Kowdle, Adarsh and Orts Escolano, Sergio and Kim, David and Izadi, Shahram",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5441-5450"
