_id,Tag,Title,Authors,Month,Year,JournalRef,Up_System
4065,arXiv:1806.11191,CR-GAN: Learning Complete Representations for Multi-view Generation,"Yu Tian, Xi Peng, Long Zhao, Shaoting Zhang, Dimitris N. Metaxas",June,2018,,CM
4066,arXiv:1806.11186,A New Angle on L2 Regularization,"Thomas Tanay, Lewis D Griffin",June,2018,,CM
4067,arXiv:1806.11169,3D Normal Coordinate Systems for Cortical Areas,"J. Tilak Ratnanather, Sylvain Arguillre, Kwame S. Kutten, Peter Hubka, Andrej Kral, Laurent Younes",August,2018,,CM
4068,arXiv:1806.11146,Adversarial Reprogramming of Neural Networks,"Gamaleldin F. Elsayed, Ian Goodfellow, Jascha Sohl-Dickstein",November,2018,,CM
4069,arXiv:1806.11137,Deep Learning Based Instance Segmentation in 3D Biomedical Images Using Weak Annotation,"Zhuo Zhao, Lin Yang, Hao Zheng, Ian H. Guldner, Siyuan Zhang, Danny Z. Chen",June,2018,,CM
4070,arXiv:1806.11078,A probabilistic constrained clustering for transfer learning and image category discovery,"Yen-Chang Hsu, Zhaoyang Lv, Joel Schlosser, Phillip Odom, Zsolt Kira",June,2018,,CM
4071,arXiv:1806.11036,Deep Semi Supervised Generative Learning for Automated PD-L1 Tumor Cell Scoring on NSCLC Tissue Needle Biopsies,"Ansh Kapil, Armin Meier, Aleksandra Zuraw, Keith Steele, Marlon Rebelatto, Gnter Schmidt, Nicolas Brieu",June,2018,"Scientific Reports, volume 8, Article number: 17343 (2018)",CM
4072,arXiv:1806.11011,Robust pose tracking with a joint model of appearance and shape,"Yuliang Guo, Lakshmi Narasimhan Govindarajan, Benjamin Kimia, Thomas Serre",June,2018,,CM
4073,arXiv:1806.11008,Modeling Spatio-Temporal Human Track Structure for Action Localization,"Guilhem Chron, Anton Osokin, Ivan Laptev, Cordelia Schmid",June,2018,,CM
4074,arXiv:1806.10982,High Diversity Attribute Guided Face Generation with GANs,Evgeny Izutov,June,2018,,CM
4075,arXiv:1806.10923,Deep learning for dehazing: Comparison and analysis,"A Benoit, Leonel Cuevas, Jean-Baptiste Thomas",June,2018,"Colour and Visual Computing Symposium (CVCS), Sep 2018, Gj{}vik, Norway",CM
4076,arXiv:1806.10890,Efficient CNN Implementation for Eye-Gaze Estimation on Low-Power/Low-Quality Consumer Imaging Systems,"Joseph Lemley, Anuradha Kar, Alexandru Drimbarean, Peter Corcoran",June,2018,,CM
4077,arXiv:1806.10866,Expolring Architectures for CNN-Based Word Spotting,"Eugen Rusakov, Sebastian Sudholt, Fabian Wolf, Gernot A. Fink",June,2018,,CM
4078,arXiv:1806.10850,DeepSDCS: Dissecting cancer proliferation heterogeneity in Ki67 digital whole slide images,"Priya Lakshmi Narayanan, Shan E Ahmed Raza, Andrew Dodson, Barry Gusterson, Mitchell Dowsett, Yinyin Yuan",June,2018,MIDL 2018 Conference,CM
4079,arXiv:1806.10836,CT Image Registration in Acute Stroke Monitoring,"Lucio Amelio, Alessia Amelio",June,2018,,CM
4080,arXiv:1806.10830,Grassmannian Discriminant Maps (GDM) for Manifold Dimensionality Reduction with Application to Image Set Classification,"Rui Wang, Xiao-Jun Wu, Kai-Xuan Chen, Josef Kittler",June,2018,,CM
4081,arXiv:1806.10821,Automatic Rank Selection for High-Speed Convolutional Neural Network,"Hyeji Kim, Chong-Min Kyung",June,2018,,CM
4082,arXiv:1806.10805,Beyond One-hot Encoding: lower dimensional target embedding,"Pau Rodrguez, Miguel A. Bautista, Jordi Gonzlez, Sergio Escalera",June,2018,,CM
4083,arXiv:1806.10787,How To Extract Fashion Trends From Social Media? A Robust Object Detector With Support For Unsupervised Learning,"Vijay Gabale, Anand Prabhu Subramanian",June,2018,,CM
4084,arXiv:1806.10781,Accurate and efficient video de-fencing using convolutional neural networks and temporal information,"Chen Du, Byeongkeun Kang, Zheng Xu, Ji Dai, Truong Nguyen",June,2018,,CM
4085,arXiv:1806.10779,Differentiable Learning-to-Normalize via Switchable Normalization,"Ping Luo, Jiamin Ren, Zhanglin Peng, Ruimao Zhang, Jingyu Li",September,2018,,CM
4086,arXiv:1806.10759,State-aware Anti-drift Robust Correlation Tracking,"Yuqi Han, Chenwei Deng, Zengshuo Zhang, Jinghong Nan, Baojun Zhao",June,2018,,CM
4087,arXiv:1806.10748,Towards automatic initialization of registration algorithms using simulated endoscopy images,"Ayushi Sinha, Masaru Ishii, Russell H. Taylor, Gregory D. Hager, Austin Reiter",June,2018,,CM
4088,arXiv:1806.10746,Two-layer Lossless HDR Coding considering Histogram Sparseness with Backward Compatibility to JPEG,"Osamu Watanabe, Hiroyuki Kobayashi, Hitoshi Kiya",June,2018,,CM
4089,arXiv:1806.10726,Deep CNN Denoiser and Multi-layer Neighbor Component Embedding for Face Hallucination,"Junjun Jiang, Yi Yu, Jinhui Hu, Suhua Tang, Jiayi Ma",June,2018,,CM
4090,arXiv:1806.10707,Gradient Similarity: An Explainable Approach to Detect Adversarial Attacks against Deep Learning,"Jasjeet Dhaliwal, Saurabh Shintre",June,2018,,CM
4091,arXiv:1806.10696,A Hybrid Framework for Tumor Saliency Estimation,"Fei Xu, Min Xian, Yingtao Zhang, Kuan Huang, H. D. Cheng, Boyu Zhang, Jianrui Ding, Chunping Ning, Ying Wang",June,2018,,CM
4092,arXiv:1806.10681,Dynamic texture analysis with diffusion in networks,"Lucas C. Ribas, Wesley N. Goncalves, Odemir M. Bruno",June,2018,,CM
4093,arXiv:1806.10678,Multimodal Image Denoising based on Coupled Dictionary Learning,"Pingfan Song, Miguel R. D. Rodrigues",June,2018,,CM
4094,arXiv:1806.10574,This Looks Like That: Deep Learning for Interpretable Image Recognition,"Chaofan Chen, Oscar Li, Chaofan Tao, Alina Jade Barnett, Jonathan Su, Cynthia Rudin",December,2018,,CM
4095,arXiv:1806.10556,Every Pixel Counts: Unsupervised Geometry Learning with Holistic 3D Motion Understanding,"Zhenheng Yang, Peng Wang, Yang Wang, Wei Xu, Ram Nevatia",August,2018,,CM
4096,arXiv:1806.10496,Customizing an Adversarial Example Generator with Class-Conditional GANs,Shih-hong Tsai,June,2018,,CM
4097,arXiv:1806.10472,Homogeneity of a region in the logarithmic image processing framework: application to region growing algorithms,"Michel Jourlin, Guillaume Noyel",June,2018,"International Workshop on the Physics and Mechanics of Random Structures: from Morphology to Material Properties, Jun 2018, Island of Ol{}ron, France",CM
4098,arXiv:1806.10447,LPRNet: License Plate Recognition via Deep Neural Networks,"Sergey Zherzdev, Alexey Gruzdev",June,2018,,CM
4099,arXiv:1806.10443,Deep Steganalysis: End-to-End Learning with Supervisory Information beyond Class Labels,"Wei Wang, Jing Dong, Yinlong Qian, Tieniu Tan",June,2018,,CM
4100,arXiv:1806.10419,MTBI Identification From Diffusion MR Images Using Bag of Adversarial Visual Features,"Shervin Minaee, Yao Wang, Alp Aygar, Sohae Chung, Xiuyuan Wang, Yvonne W. Lui, Els Fieremans, Steven Flanagan, Joseph Rath",June,2018,,CM
4101,arXiv:1806.10417,Divergence-Free Shape Interpolation and Correspondence,"Marvin Eisenberger, Zorah Lhner, Daniel Cremers",October,2018,,CM
4102,arXiv:1806.10359,Context Proposals for Saliency Detection,"Aymen Azaza, Joost van de Weijer, Ali Douik, Marc Masana",June,2018,,CM
4103,arXiv:1806.10354,Learn-to-Score: Efficient 3D Scene Exploration by Predicting View Utility,"Benjamin Hepp, Debadeepta Dey, Sudipta N. Sinha, Ashish Kapoor, Neel Joshi, Otmar Hilliges",July,2018,,CM
4104,arXiv:1806.10350,Disparity Image Segmentation For ADAS,"Viktor Mukha, Inon Sharony",June,2018,,CM
4105,arXiv:1806.10348,Learning Visually-Grounded Semantics from Contrastive Adversarial Samples,"Haoyue Shi, Jiayuan Mao, Tete Xiao, Yuning Jiang, Jian Sun",June,2018,,CM
4106,arXiv:1806.10343,A Multi-Task Learning Approach for Meal Assessment,"Ya Lu, Dario Allegra, Marios Anthimopoulos, Filippo Stanco, Giovanni Maria Farinella, Stavroula Mougiakakou",June,2018,,CM
4107,arXiv:1806.10319,Exploiting Spatial-Temporal Modelling and Multi-Modal Fusion for Human Action Recognition,"Dongliang He, Fu Li, Qijie Zhao, Xiang Long, Yi Fu, Shilei Wen",June,2018,,CM
4108,arXiv:1806.10293,QT-Opt: Scalable Deep Reinforcement Learning for Vision-Based Robotic Manipulation,"Dmitry Kalashnikov, Alex Irpan, Peter Pastor, Julian Ibarz, Alexander Herzog, Eric Jang, Deirdre Quillen, Ethan Holly, Mrinal Kalakrishnan, Vincent Vanhoucke, Sergey Levine",November,2018,,CM
4109,arXiv:1806.10287,Attention to Head Locations for Crowd Counting,"Youmei Zhang, Chunluan Zhou, Faliang Chang, Alex C. Kot",June,2018,,CM
4110,arXiv:1806.10278,Feature-less Stitching of Cylindrical Tunnel,"Ramanpreet Singh Pahwa, Wei Kiat Leong, Shaohui Foong, Karianto Leman, Minh N. Do",June,2018,,CM
4111,arXiv:1806.10274,Hierarchical Deep Co-segmentation of Primary Objects in Aerial Videos,"Jia Li, Pengcheng Yuan, Daxin Gu, Yonghong Tian",November,2018,,CM
4112,arXiv:1806.10269,Collaborative Annotation of Semantic Objects in Images with Multi-granularity Supervisions,"Lishi Zhang, Chenghan Fu, Jia Li",June,2018,,CM
4113,arXiv:1806.10257,Learning a Saliency Evaluation Metric Using Crowdsourced Perceptual Judgments,"Changqun Xia, Jia Li, Jinming Su, Ali Borji",June,2018,,CM
4114,arXiv:1806.10206,Deep Feature Factorization For Concept Discovery,"Edo Collins, Radhakrishna Achanta, Sabine Ssstrunk",October,2018,,CM
4115,arXiv:1806.10181,Unsupervised Learning by Competing Hidden Units,"Dmitry Krotov, John Hopfield",June,2018,,CM
4116,arXiv:1806.10171,MMSE Approximation For Sparse Coding Algorithms Using Stochastic Resonance,"Dror Simon, Jeremias Sulam, Yaniv Romano, Yue M. Lu, Michael Elad",October,2018,,CM
4117,arXiv:1806.10170,Detection of Alzheimers Disease from MRI using Convolutional Neural Network with Tensorflow,"Gururaj Awate, Sunil Bangare, G Pradeepini, S Patil",June,2018,IEEE Xplore 2018,CM
4118,arXiv:1806.10128,Leveraging Disease Progression Learning for Medical Image Recognition,"Qicheng Lao, Thomas Fevens, Boyu Wang",September,2018,,CM
4119,arXiv:1806.10050,Multi-Mapping Image-to-Image Translation with Central Biasing Normalization,"Xiaoming Yu, Zhenqiang Ying, Thomas Li, Shan Liu, Ge Li",October,2018,,CM
4120,arXiv:1806.10040,Crowd Counting with Density Adaption Networks,"Li Wang, Weiyuan Shao, Yao Lu, Hao Ye, Jian Pu, Yingbin Zheng",June,2018,,CM
4121,arXiv:1806.09986,Online Signature Verification using Deep Representation: A new Descriptor,"Mohammad Hajizadeh Saffar, Mohsen Fayyaz, Mohammad Sabokrou, Mahmood Fathy",June,2018,,CM
4122,arXiv:1806.09980,Toward Performance Optimization in IoT-based Next-Gen Wireless Sensor Networks,"Muzammil Behzad, Manal Abdullah, Muhammad Talal Hassan, Yao Ge, Mahmood Ashraf Khan",June,2018,,CM
4123,arXiv:1806.09930,Coupled Dictionary Learning for Multi-contrast MRI Reconstruction,"Pingfan Song, Lior Weizman, Joao F. C. Mota, Yonina C. Eldar, Miguel R. D. Rodrigues",June,2018,,CM
4124,arXiv:1806.09907,AirLab: Autograd Image Registration Laboratory,"Robin Sandkhler, Christoph Jud, Simon Andermatt, Philippe C. Cattin",June,2018,,CM
4125,arXiv:1806.09882,Multi-modal Image Processing based on Coupled Dictionary Learning,"Pingfan Song, Miguel R. D. Rodrigues",June,2018,,CM
4126,arXiv:1806.09860,Multi-Task Deep Convolutional Neural Network for the Segmentation of Type B Aortic Dissection,"Jianning Li, Long Cao, Yangyang Ge, W. Cheng, M. Bowen, G. Wei",November,2018,,CM
4127,arXiv:1806.09820,Visually-Aware Personalized Recommendation using Interpretable Image Representations,"Charles Packer, Julian McAuley, Arnau Ramisa",August,2018,,CM
4128,arXiv:1806.09809,Generating Counterfactual Explanations with Natural Language,"Lisa Anne Hendricks, Ronghang Hu, Trevor Darrell, Zeynep Akata",June,2018,,CM
4129,arXiv:1806.09807,SuperPCA: A Superpixelwise PCA Approach for Unsupervised Feature Extraction of Hyperspectral Imagery,"Junjun Jiang, Jiayi Ma, Chen Chen, Zhongyuan Wang, Zhihua Cai, Lizhe Wang",September,2018,,CM
4130,arXiv:1806.09790,CFENet: An Accurate and Efficient Single-Shot Object Detector for Autonomous Driving,"Qijie Zhao, Tao Sheng, Yongtao Wang, Feng Ni, Ling Cai",October,2018,,CM
4131,arXiv:1806.09776,Cross-position Activity Recognition with Stratified Transfer Learning,"Yiqiang Chen, Jindong Wang, Meiyu Huang, Han Yu",November,2018,,CM
4132,arXiv:1806.09766,Simultaneous Segmentation and Classification of Bone Surfaces from Ultrasound Using a Multi-feature Guided CNN,"Puyang Wang, Vishal M. Patel, Ilker Hacihaliloglu",June,2018,,CM
4133,arXiv:1806.09764,Deep Generative Models with Learnable Knowledge Constraints,"Zhiting Hu, Zichao Yang, Ruslan Salakhutdinov, Xiaodan Liang, Lianhui Qin, Haoye Dong, Eric Xing",November,2018,,CM
4134,arXiv:1806.09755,Syn2Real: A New Benchmark forSynthetic-to-Real Visual Domain Adaptation,"Xingchao Peng, Ben Usman, Kuniaki Saito, Neela Kaushik, Judy Hoffman, Kate Saenko",June,2018,,CM
4135,arXiv:1806.09748,Cycle Consistent Adversarial Denoising Network for Multiphase Coronary CT Angiography,"Eunhee Kang, Hyun Jung Koo, Dong Hyun Yang, Joon Bum Seo, Jong Chul Ye",November,2018,,CM
4136,arXiv:1806.09695,Person Re-Identification in Identity Regression Space,"Hanxiao Wang, Xiatian Zhu, Shaogang Gong, Tao Xiang",June,2018,,CM
4137,arXiv:1806.09648,3D Context Enhanced Region-based Convolutional Neural Network for End-to-End Lesion Detection,"Ke Yan, Mohammadhadi Bagheri, Ronald M. Summers",July,2018,,CM
4138,arXiv:1806.09607,Multi-Exposure Image Fusion Based on Exposure Compensation,"Yuma Kinoshita, Taichi Yoshida, Sayaka Shiota, Hitoshi Kiya",June,2018,,CM
4139,arXiv:1806.09602,A Machine-learning framework for automatic reference-free quality assessment in MRI,"Thomas Kstner, Sergios Gatidis, Annika Liebgott, Martin Schwartz, Lukas Mauch, Petros Martirosian, Holger Schmidt, Nina F. Schwenzer, Konstantin Nikolaou, Fabian Bamberg, Bin Yang, Fritz Schick",July,2018,,CM
4140,arXiv:1806.09594,Tracking Emerges by Colorizing Videos,"Carl Vondrick, Abhinav Shrivastava, Alireza Fathi, Sergio Guadarrama, Kevin Murphy",July,2018,,CM
4141,arXiv:1806.09573,Learning Single-Image Depth from Videos using Quality Assessment Networks,"Weifeng Chen, Shengyi Qian, Jia Deng",November,2018,,CM
4142,arXiv:1806.09565,IR2VI: Enhanced Night Environmental Perception by Unsupervised Thermal Image Translation,"Shuo Liu, Vijay John, Erik Blasch, Zheng Liu, Ying Huang",June,2018,,CM
4143,arXiv:1806.09522,SkinNet: A Deep Learning Framework for Skin Lesion Segmentation,"Sulaiman Vesal, Nishant Ravikumar, Andreas Maier",June,2018,,CM
4144,arXiv:1806.09521,Self-supervised Learning for Dense Depth Estimation in Monocular Endoscopy,"Xingtong Liu, Ayushi Sinha, Mathias Unberath, Masaru Ishii, Gregory Hager, Russell H. Taylor, Austin Reiter",July,2018,,CM
4145,arXiv:1806.09507,Semi-Automatic RECIST Labeling on CT Scans with Cascaded Convolutional Neural Networks,"Youbao Tang, Adam P. Harrison, Mohammadhadi Bagheri, Jing Xiao, Ronald M. Summers",June,2018,,CM
4146,arXiv:1806.09453,Context-Aware Pedestrian Motion Prediction In Urban Intersections,"Golnaz Habibi, Nikita Jaipuria, Jonathan P. How",June,2018,,CM
4147,arXiv:1806.09445,A Unified Model with Structured Output for Fashion Images Classification,"Beatriz Quintino Ferreira, Lus Baa, Joo Faria, Ricardo Gamelas Sousa",June,2018,,CM
4148,arXiv:1806.09410,Exploring Adversarial Examples: Patterns of One-Pixel Attacks,"David Kgler, Alexander Distergoft, Arjan Kuijper, Anirban Mukhopadhyay",November,2018,"Understanding and Interpreting Machine Learning in Medical Image Computing Applications Lecture Notes in Computer Science vol. 11038. Springer International Publishing, Cham (2018)",CM
4149,arXiv:1806.09346,Sparse 3D Point-cloud Map Upsampling and Noise Removal as a vSLAM Post-processing Step: Experimental Evaluation,"Andrey Bokovoy, Konstantin Yakovlev",June,2018,,CM
4150,arXiv:1806.09334,A temporal neural network model for object recognition using a biologically plausible decision making layer,"Hamed Heidari Gorji, Sajjad Zabbah, Reza Ebrahimpour",November,2018,,CM
4151,arXiv:1806.09316,Vision-based Pose Estimation for Augmented Reality : A Comparison Study,"Hayet Belghit, Abdelkader Bellarbi, Nadia Zenati, Samir Otmane",June,2018,,CM
4152,arXiv:1806.09283,RAM: A Region-Aware Deep Model for Vehicle Re-Identification,"Xiaobin Liu, Shiliang Zhang, Qingming Huang, Wen Gao",June,2018,,CM
4153,arXiv:1806.09278,Best Vision Technologies Submission to ActivityNet Challenge 2018-Task: Dense-Captioning Events in Videos,"Yuan Liu, Moyini Yao",June,2018,,CM
4154,arXiv:1806.09266,Learning Task-Oriented Grasping for Tool Manipulation from Simulated Self-Supervision,"Kuan Fang, Yuke Zhu, Animesh Garg, Andrey Kurenkov, Viraj Mehta, Li Fei-Fei, Silvio Savarese",June,2018,,CM
4155,arXiv:1806.09256,Track Xplorer: A System for Visual Analysis of Sensor-based Motor Activity Predictions,"Marco Cavallo, aatay Demiralp",June,2018,,CM
4156,arXiv:1806.09248,Color Constancy by Reweighting Image Feature Maps,"Jueqin Qiu, Haisong Xu, Zhengnan Ye",December,2018,,CM
4157,arXiv:1806.09241,FBI-Pose: Towards Bridging the Gap between 2D Images and 3D Human Poses using Forward-or-Backward Information,"Yulong Shi, Xiaoguang Han, Nianjuan Jiang, Kun Zhou, Kui Jia, Jiangbo Lu",June,2018,,CM
4158,arXiv:1806.09230,Scale Space Approximation in Convolutional Neural Networks for Retinal Vessel Segmentation,"Kyoung Jin Noh, Sang Jun Park, Soochahn Lee",October,2018,,CM
4159,arXiv:1806.09228,Deep $k$-Means: Re-Training and Parameter Sharing with Harder Cluster Assignments for Compressing Deep Convolutions,"Junru Wu, Yue Wang, Zhenyu Wu, Zhangyang Wang, Ashok Veeraraghavan, Yingyan Lin",June,2018,,CM
4160,arXiv:1806.09186,Detection based Defense against Adversarial Examples from the Steganalysis Point of View,"Jiayang Liu, Weiming Zhang, Yiwei Zhang, Dongdong Hou, Yujia Liu, Hongyue Zha, Nenghai Yu",December,2018,,CM
4161,arXiv:1806.09183,A Deeper Look at Power Normalizations,"Piotr Koniusz, Hongguang Zhang, Fatih Porikli",June,2018,"IEEE Conference on Computer Vision and Pattern Recognition, 2018",CM
4162,arXiv:1806.09174,Dilated Temporal Fully-Convolutional Network for Semantic Segmentation of Motion Capture Data,"Noshaba Cheema, Somayeh Hosseini, Janis Sprenger, Erik Herrmann, Han Du, Klaus Fischer, Philipp Slusallek",June,2018,,CM
4163,arXiv:1806.09170,Fusion of complex networks and randomized neural networks for texture analysis,"Lucas C. Ribas, Jarbas J. M. Sa Junior, Leonardo F. S. Scabini, Odemir M. Bruno",June,2018,,CM
4164,arXiv:1806.09158,Inferring Routing Preferences of Bicyclists from Sparse Sets of Trajectories,"J. Oehrlein, A. Frster, D. Schunck, Y. Dehbi, R. Roscher, J. -H. Haunert",June,2018,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences 2018",CM
4165,arXiv:1806.09152,SSIMLayer: Towards Robust Deep Representation Learning via Nonlinear Structural Similarity,"Ahmed Abobakr, Mohammed Hossny, Saeid Nahavandi",July,2018,,CM
4166,arXiv:1806.09093,Analysis of Cellular Feature Differences of Astrocytomas with Distinct Mutational Profiles Using Digitized Histopathology Images,"Mousumi Roy, Fusheng Wang, George Teodoro, Jose Velazqeuz Vega, Daniel Brat, Jun Kong",June,2018,,CM
4167,arXiv:1806.09090,Segmentation of Overlapped Steatosis in Whole-Slide Liver Histopathology Microscopy Images,"Mousumi Roy, Fusheng Wang, George Teodoro, Miriam B Vos, Alton Brad Farris, Jun Kong",June,2018,,CM
4168,arXiv:1806.09084,Artwork Identification from Wearable Camera Images for Enhancing Experience of Museum Audiences,"Rui Zhang, Yusuf Tas, Piotr Koniusz",June,2018,"Museums and the Web, 2017",CM
4169,arXiv:1806.09078,CNN-based Action Recognition and Supervised Domain Adaptation on 3D Body Skeletons via Kernel Feature Maps,"Yusuf Tas, Piotr Koniusz",June,2018,,CM
4170,arXiv:1806.09074,CT-image Super Resolution Using 3D Convolutional Neural Network,"Yukai Wang, Qizhi Teng, Xiaohai He, Junxi Feng, Tingrong Zhang",June,2018,,CM
4171,arXiv:1806.09055,DARTS: Differentiable Architecture Search,"Hanxiao Liu, Karen Simonyan, Yiming Yang",June,2018,,CM
4172,arXiv:1806.09046,Disease Classification in Metagenomics with 2D Embeddings and Deep Learning,"Thanh Hai Nguyen, Edi Prifti, Yann Chevaleyre, Nataliya Sokolovska, Jean-Daniel Zucker",June,2018,,CM
4173,arXiv:1806.09045,Variational Wasserstein Clustering,"Liang Mi, Wen Zhang, Xianfeng Gu, Yalin Wang",July,2018,,CM
4174,arXiv:1806.09025,Considerations for a PAP Smear Image Analysis System with CNN Features,"Srishti Gautam, Harinarayan K. K., Nirmal Jith, Anil K. Sao, Arnav Bhavsar, Adarsh Natarajan",June,2018,,CM
4175,arXiv:1806.08991,Leveraging Implicit Spatial Information in Global Features for Image Retrieval,"Pierre Jacob, David Picard, Aymeric Histace, Edouard Klein",June,2018,,CM
4176,arXiv:1806.08990,Stroke-based Character Reconstruction,"Zhewei Huang, Wen Heng, Yuanzheng Tao, Shuchang Zhou",November,2018,,CM
4177,arXiv:1806.08981,Extracting Tree-structures in CT data by Tracking Multiple Statistically Ranked Hypotheses,"Raghavendra Selvan, Jens Petersen, Jesper H Pedersen, Marleen de Bruijne",June,2018,,CM
4178,arXiv:1806.08970,Evaluation of Momentum Diverse Input Iterative Fast Gradient Sign Method (M-DI2-FGSM) Based Attack Method on MCS 2018 Adversarial Attacks on Black Box Face Recognition System,Md Ashraful Alam Milton,June,2018,,CM
4179,arXiv:1806.08906,Privacy-Protective-GAN for Face De-identification,"Yifan Wu, Fan Yang, Haibin Ling",June,2018,,CM
4180,arXiv:1806.08859,A deep learning framework for segmentation of retinal layers from OCT images,"Karthik Gopinath, Samrudhdhi B Rangrej, Jayanthi Sivaswamy",June,2018,,CM
4181,arXiv:1806.08854,RUC+CMU: System Report for Dense Captioning Events in Videos,"Shizhe Chen, Yuqing Song, Yida Zhao, Jiarong Qiu, Qin Jin, Alexander Hauptmann",June,2018,,CM
4182,arXiv:1806.08852,Multi-Task Handwritten Document Layout Analysis,Lorenzo Quirs,December,2018,,CM
4183,arXiv:1806.08814,Augmented Reality-based Feedback for Technician-in-the-loop C-arm Repositioning,"Mathias Unberath, Javad Fotouhi, Jonas Hajek, Andreas Maier, Greg Osgood, Russell Taylor, Mehran Armand, Nassir Navab",June,2018,,CM
4184,arXiv:1806.08756,Dense Object Nets: Learning Dense Visual Object Descriptors By and For Robotic Manipulation,"Peter R. Florence, Lucas Manuelli, Russ Tedrake",September,2018,,CM
4185,arXiv:1806.08741,Scalable Simple Linear Iterative Clustering (SSLIC) Using a Generic and Parallel Approach,"Bradley C. Lowekamp, David T. Chen, Ziv Yaniv, Terry S. Yoo",July,2018,,CM
4186,arXiv:1806.08723,Keypoint Transfer for Fast Whole-Body Segmentation,"Christian Wachinger, Matthew Toews, Georg Langs, William Wells, Polina Golland",June,2018,,CM
4187,arXiv:1806.08722,Fully Convolutional Networks and Generative Adversarial Networks Applied to Sclera Segmentation,"Diego R. Lucio, Rayson Laroca, Evair Severo, Alceu S. Britto Jr., David Menotti",July,2018,,CM
4188,arXiv:1806.08672,Variational learning across domains with triplet information,"Rita Kuznetsova, Oleg Bakhteev, Alexandr Ogaltsov",November,2018,,CM
4189,arXiv:1806.08641,Compact Deep Neural Networks for Computationally Efficient Gesture Classification From Electromyography Signals,"Adam Hartwell, Visakan Kadirkamanathan, Sean R Anderson",July,2018,,CM
4190,arXiv:1806.08640,Towards safe deep learning: accurately quantifying biomarker uncertainty in neural network predictions,"Zach Eaton-Rosen, Felix Bragman, Sotirios Bisdas, Sebastien Ourselin, M. Jorge Cardoso",June,2018,,CM
4191,arXiv:1806.08634,A probabilistic atlas of the human thalamic nuclei combining ex vivo MRI and histology,"Juan Eugenio Iglesias, Ricardo Insausti, Garikoitz Lerma-Usabiaga, Martina Bocchetta, Koen Van Leemput, Douglas N Greve, Andre van der Kouwe, Bruce Fischl, Cesar Caballero-Gaudes, Pedro M Paz-Alonso",June,2018,,CM
4192,arXiv:1806.08616,Deploying Deep Neural Networks in the Embedded Space,"Stylianos I. Venieris, Alexandros Kouris, Christos-Savvas Bouganis",June,2018,,CM
4193,arXiv:1806.08612,Ad-Net: Audio-Visual Convolutional Neural Network for Advertisement Detection In Videos,"Shervin Minaee, Imed Bouazizi, Prakash Kolan, Hossein Najafzadeh",June,2018,,CM
4194,arXiv:1806.08600,KinshipGAN: Synthesizing of Kinship Faces From Family Photos by Regularizing a Deep Face Network,"Savas Ozkan, Akin Ozkan",July,2018,,CM
4195,arXiv:1806.08572,Point cloud segmentation using hierarchical tree for architectural models,"Omair Hassaan, Abeera Shamail, Zain Butt, Murtaza Taj",June,2018,,CM
4196,arXiv:1806.08565,An accurate retrieval through R-MAC+ descriptors for landmark recognition,"Federico Magliani, Andrea Prati",June,2018,,CM
4197,arXiv:1806.08562,Deep Spectral Convolution Network for HyperSpectral Unmixing,"Savas Ozkan, Gozde Bozdagi Akar",June,2018,,CM
4198,arXiv:1806.08523,Focusing on What is Relevant: Time-Series Learning and Understanding using Attention,"Phongtharin Vinayavekhin, Subhajit Chaudhury, Asim Munawar, Don Joven Agravante, Giovanni De Magistris, Daiki Kimura, Ryuki Tachibana",June,2018,,CM
4199,arXiv:1806.08522,Efficient Semantic Segmentation using Gradual Grouping,"Nikitha Vallurupalli, Sriharsha Annamaneni, Girish Varma, C V Jawahar, Manu Mathew, Soyeb Nagori",June,2018,,CM
4200,arXiv:1806.08514,Virtual Codec Supervised Re-Sampling Network for Image Compression,"Lijun Zhao, Huihui Bai, Anhong Wang, Yao Zhao",July,2018,,CM
4201,arXiv:1806.08503,Global Semantic Consistency for Zero-Shot Learning,"Fan Wu, Kai Tian, Jihong Guan, Shuigeng Zhou",June,2018,,CM
4202,arXiv:1806.08498,Visual-Inertial Object Detection and Mapping,"Xiaohan Fei, Stefano Soatto",October,2018,ECCV 2018,CM
4203,arXiv:1806.08485,Shape-from-Mask: A Deep Learning Based Human Body Shape Reconstruction from Binary Mask Images,"Zhongping Ji, Xiao Qi, Yigang Wang, Gang Xu, Peng Du, Qing Wu",June,2018,,CM
4204,arXiv:1806.08482,Video Inpainting by Jointly Learning Temporal Structure and Spatial Details,"Chuan Wang, Haibin Huang, Xiaoguang Han, Jue Wang",December,2018,,CM
4205,arXiv:1806.08472,Learning a High Fidelity Pose Invariant Model for High-resolution Face Frontalization,"Jie Cao, Yibo Hu, Hongwen Zhang, Ran He, Zhenan Sun",October,2018,,CM
4206,arXiv:1806.08463,TriResNet: A Deep Triple-stream Residual Network for Histopathology Grading,"Rene Bidart, Alexander Wong",June,2018,,CM
4207,arXiv:1806.08437,Star Shape Prior in Fully Convolutional Networks for Skin Lesion Segmentation,"Zahra Mirikharaji, Ghassan Hamarneh",June,2018,,CM
